begin_age	end_age	events
1.3	1.5	['Toltec', 'Central Mexico Postclassic', 'Epiclassic', 'Early classic', 'TOP', 'TOP', 'Islamic', 'Umayyad caliphate', 'Umayyad rule', 'Umayyad caliphate', 'Late Woodland', 'Early Anasazi', 'Eastern North America Late Woodland', 'Spread of Islam', 'Islamic', 'Arabians conquer Alexandria', 'TOP', 'Muslim Arabs overthrow Sasanian rule', 'Caliphate rule', 'Islamic rule', 'Rule of the Rightly Guided Caliphs', 'Emigration of Muhammad', 'Tahitian', 'Late Classic', 'Early Classic ', '1.4 ka', 'Sui, Tang and Song Dynasties', 'Sui and Tang Dynasties', 'Sui and Tang Dynasties', 'Lombard kingdom', 'Turkish khanate', 'Late Pithouse period', 'Early Pithouse period', '-']
1.4	1.6	['Sui, Tang and Song Dynasties', 'Sui and Tang Dynasties', 'Sui and Tang Dynasties', 'Lombard kingdom', 'Turkish khanate', 'Late Pithouse period', 'Early Pithouse period', '-', 'TOP', 'TOP', 'TOP', 'Rapanui or Rapa Nui', 'Easter Island', 'Medieval', 'Vendel culture', 'Vendel culture', 'TOP', 'Late Northwest Coast (Developed Northwest Coast, Late Pacific, Late Prehistoric, Late Marine)', 'Hotchkiss (Late Horizon, Augustine Pattern)', 'Late Basketmaker', "High Plains Late Prehistoric (Avonlea, Late Woodland, Old Women's)", 'Late Classic (Southerm Mexican Highland Classic)', 'Early Classic (Southerm Mexican Highland Classic)', 'Ecuadorian Highlands', 'Paya', 'Tupi', 'Late Parana-Pampean', 'Merovingian (France); Visigoths (Iberia)', 'Top', 'Kingdom of Ostrogoths', 'battle of Arvarayr']
1.5	1.7	['Merovingian (France); Visigoths (Iberia)', 'Top', 'Kingdom of Ostrogoths', 'battle of Arvarayr', 'Juan-juan empire', 'Anglo-Saxon', 'Fremont', 'Late Desert Archaic (Proto-Numic)', 'Patayan (Hakataya, Proto-Yuman)', 'TOP', 'Early classic', 'Tiwanaku (Tiahuanaco, Lake Titicaca)', 'Sasanians partition Armenia', 'Wei dynasty', 'Protoclassic', 'Byzantine Period', 'Constantine establishs rule from Byzantium (Istanbul) capital', 'Dark Ages', 'Byzantium', 'Jin, Song, Qi, Liang, Chen dynasties', 'Byzantine', 'Emperor Constantine converts to Christianity', 'Byzantine Empire', 'Emperor Constantine converts to Christianity', 'Byzantine Empire', 'Emperor Constantine converts to Christianity', 'Byzantine Empire', 'Western Roman Empire', 'Armenia adopts Christianity as state religion', 'Cape Africa Iron Age', 'Contact with Iron Age Farmers', 'Marquesan', 'TOP', 'TOP']
1.6	1.8	['Sasanians partition Armenia', 'Wei dynasty', 'Protoclassic', 'Byzantine Period', 'Constantine establishs rule from Byzantium (Istanbul) capital', 'Dark Ages', 'Byzantium', 'Jin, Song, Qi, Liang, Chen dynasties', 'Byzantine', 'Emperor Constantine converts to Christianity', 'Byzantine Empire', 'Emperor Constantine converts to Christianity', 'Byzantine Empire', 'Emperor Constantine converts to Christianity', 'Byzantine Empire', 'Western Roman Empire', 'Armenia adopts Christianity as state religion', 'Cape Africa Iron Age', 'Contact with Iron Age Farmers', 'Marquesan', 'TOP', 'TOP', 'Southern Mexican Highland Classic', 'Early Classic (Southerm Mexican Highland Classic)', 'Sasanian rule', 'Sasanian rule', 'Sasanian empire', '-', '-', '-', 'Huatabampo', 'West Mexico Classic']
1.7	1.9	['Southern Mexican Highland Classic', 'Early Classic (Southerm Mexican Highland Classic)', 'Sasanian rule', 'Sasanian rule', 'Sasanian empire', '-', '-', '-', 'Huatabampo', 'West Mexico Classic', 'TOP', 'Mayan', 'Classic Maya', 'Early Classic']
1.8	2.0	['TOP', 'Mayan', 'Classic Maya', 'Early Classic', 'Nero crowns Trdat king of Armenia', 'Roman rule', 'Moche (Mochica, Early Chimu)', 'AD', 'Tshitolian', 'South African Early Iron Age in Zambia', 'TOP', 'Gangetic India (Northern Block Polished Ware)', 'Polynesian expansion', 'Tongan, Samoan', 'Siberian Protohistoric', 'Proto-Athapaskan (Late Northern Archaic, Late Taltheilei in East, Athapaskan, Dene)', 'Formative Oregon Coast', 'Early Hohokam', 'Early Mogollon', 'Late Basketmaker', 'Early Pithouse period', 'Pioneer period', 'Early Basketmaker (White Dog phase)', 'Gran Cocle', 'Late Amazonian']
1.9	2.1	['Nero crowns Trdat king of Armenia', 'Roman rule', 'Moche (Mochica, Early Chimu)', 'AD', 'Tshitolian', 'South African Early Iron Age in Zambia', 'TOP', 'Gangetic India (Northern Block Polished Ware)', 'Polynesian expansion', 'Tongan, Samoan', 'Siberian Protohistoric', 'Proto-Athapaskan (Late Northern Archaic, Late Taltheilei in East, Athapaskan, Dene)', 'Formative Oregon Coast', 'Early Hohokam', 'Early Mogollon', 'Late Basketmaker', 'Early Pithouse period', 'Pioneer period', 'Early Basketmaker (White Dog phase)', 'Gran Cocle', 'Late Amazonian', 'Roman', 'Augustus becomes emperor of Rome', 'Roman Empire', 'Roman Period', 'Death of Cleopatra VII (absorbed into Roman empire). ', 'Roman Iron Age', 'Gulf Coast Classic (Classic Veracruz)', 'Protoclassic', 'Roman rule', 'Rome overthrows the rule of Tigranes II the Great', 'Tigranes II The Great of Armenia', 'TOP', 'Roman', 'Roman Iron Age', 'Roman Iron Age', 'Roman Iron Age', 'Romano-Celtic (Proto-Celtic)', 'Roman', 'Romano-British (Proto-Celtic)', 'TOP', 'Thule', 'Thule', 'Hopewell (mound builders)', 'TOP']
2.0	2.2	['Roman', 'Augustus becomes emperor of Rome', 'Roman Empire', 'Roman Period', 'Death of Cleopatra VII (absorbed into Roman empire). ', 'Roman Iron Age', 'Gulf Coast Classic (Classic Veracruz)', 'Protoclassic', 'Roman rule', 'Rome overthrows the rule of Tigranes II the Great', 'Tigranes II The Great of Armenia', 'TOP', 'Roman', 'Roman Iron Age', 'Roman Iron Age', 'Roman Iron Age', 'Romano-Celtic (Proto-Celtic)', 'Roman', 'Romano-British (Proto-Celtic)', 'TOP', 'Thule', 'Thule', 'Hopewell (mound builders)', 'TOP', 'Parthian rule', 'TOP', 'Roman rule', 'Mauryan Empire', 'Central Mexico Classic (Teotihuacan)', 'Nazca through Inca kingdoms', ' Andean Regional Development', 'Coastal Andean Late Formative (Early Horizon)', 'Nazca (Nasca)']
2.1	2.3	['Parthian rule', 'TOP', 'Roman rule', 'Mauryan Empire', 'Central Mexico Classic (Teotihuacan)', 'Nazca through Inca kingdoms', ' Andean Regional Development', 'Coastal Andean Late Formative (Early Horizon)', 'Nazca (Nasca)', 'Han Dynasty', 'Han Dynasty', 'Great Wall', 'Qin (Chin) and Han Dynasties', 'Qin (Chin) Dynasty', 'Qin (Chin) Dynasty', 'Qin Shihuangdi', 'Parthian empire', 'Ashoka', 'TOP', 'TOP', 'TOP', 'TOP', 'Basketmaker']
2.2	2.4	['Han Dynasty', 'Han Dynasty', 'Great Wall', 'Qin (Chin) and Han Dynasties', 'Qin (Chin) Dynasty', 'Qin (Chin) Dynasty', 'Qin Shihuangdi', 'Parthian empire', 'Ashoka', 'TOP', 'TOP', 'TOP', 'TOP', 'Basketmaker', 'Hellenistic', 'Alexander the Great dies', 'Hellenistic period', 'Mauryan Empire', 'Seleucid Dynasty', 'Seleucid empire (Hellenistic rule)', 'Armenian Dynasty of the Orontids', 'Seleucid empire (Hellenistic rule)', 'TOP', 'Ptolemaic', 'Conquest by Alexander the Great. ', 'Hellenistic rule', 'Hellenistic rule (Macedonian dynasties)', 'Alexander the Great', 'Hellenistic rule (Seleucid period)', 'Nectanebol II, last native Egyptian king, flees. Persian rule', 'Central African Iron Age', 'Fijian', 'Celtic (La T\x8fne) culture (West Central European Iron Age)', 'Northeast Middle Woodland']
2.3	2.5	['Hellenistic', 'Alexander the Great dies', 'Hellenistic period', 'Mauryan Empire', 'Seleucid Dynasty', 'Seleucid empire (Hellenistic rule)', 'Armenian Dynasty of the Orontids', 'Seleucid empire (Hellenistic rule)', 'TOP', 'Ptolemaic', 'Conquest by Alexander the Great. ', 'Hellenistic rule', 'Hellenistic rule (Macedonian dynasties)', 'Alexander the Great', 'Hellenistic rule (Seleucid period)', 'Nectanebol II, last native Egyptian king, flees. Persian rule', 'Central African Iron Age', 'Fijian', 'Celtic (La T\x8fne) culture (West Central European Iron Age)', 'Northeast Middle Woodland', '-', 'Warring States Period', 'Warring States Period', 'Classical period', 'Battle of Thermopylae', 'Grand Canal', 'West African Iron Age', 'TOP', 'Gangetic India (Northern Block Polished Ware)', 'TOP', 'Confucius', 'Yayoi', 'Mainland Southeast Asia Late Prehistoric', 'TOP', 'Island Southeast Asia Late Prehistoric (Indo-Malasyaian Archipelago Early Metal Phase, Sa Huynh-Kalanay)', 'Somoan', 'Melanesian', 'Celtic', 'Scandinavian Iron Age (Roman Iron Age, Migration Period)', 'TOP', 'TOP', 'Harder', 'TOP', 'Plains Woodland', 'Central Coast Regional Chiefdoms', 'South Andean Ceramic']
2.4	2.6	['-', 'Warring States Period', 'Warring States Period', 'Classical period', 'Battle of Thermopylae', 'Grand Canal', 'West African Iron Age', 'TOP', 'Gangetic India (Northern Block Polished Ware)', 'TOP', 'Confucius', 'Yayoi', 'Mainland Southeast Asia Late Prehistoric', 'TOP', 'Island Southeast Asia Late Prehistoric (Indo-Malasyaian Archipelago Early Metal Phase, Sa Huynh-Kalanay)', 'Somoan', 'Melanesian', 'Celtic', 'Scandinavian Iron Age (Roman Iron Age, Migration Period)', 'TOP', 'TOP', 'Harder', 'TOP', 'Plains Woodland', 'Central Coast Regional Chiefdoms', 'South Andean Ceramic', 'Roman Republic', 'Persian rule', 'Achaemenid (Persian) rule', 'Amuq Phases P-V', 'Persian rule', 'Persian rule', 'Cyrus the Great', 'Achaemenid dynasty', 'TOP', 'Collapse of Urartu', 'TOP', 'Late Iron Age III', 'Late Iron Age III', 'Adena', 'Highland Mesoamerican Late Preclassic']
2.5	2.7	['Roman Republic', 'Persian rule', 'Achaemenid (Persian) rule', 'Amuq Phases P-V', 'Persian rule', 'Persian rule', 'Cyrus the Great', 'Achaemenid dynasty', 'TOP', 'Collapse of Urartu', 'TOP', 'Late Iron Age III', 'Late Iron Age III', 'Adena', 'Highland Mesoamerican Late Preclassic', 'Destruction of the Assyrian capital Nineveh', 'Destruction of the Assyrian capital Nineveh', 'Medes (from Persia) destroy Assur', 'Medes (from Persia) destroy Assur', 'Late Period', 'Psammetikhos I consolidates rule over Egypt', 'Lydian kingdom', 'West-Central European Late Iron Age', 'TOP']
2.6	2.8	['Destruction of the Assyrian capital Nineveh', 'Destruction of the Assyrian capital Nineveh', 'Medes (from Persia) destroy Assur', 'Medes (from Persia) destroy Assur', 'Late Period', 'Psammetikhos I consolidates rule over Egypt', 'Lydian kingdom', 'West-Central European Late Iron Age', 'TOP', 'Sargon II invades Urartu.', 'Assyrian control of Megiddo', 'Archaic period', 'Iron Age III Tradition', 'Early Rome', 'Nomadic Quanrong invasion', 'Assyrian then Babylonian rule', 'Phrygian kingdom', 'Iron Age', 'East-cental European Iron Age', 'West-Central European Early Iron Age (Hallastatt C/D)', 'Central European Early Iron Age', 'Northeastern European Iron Age (Dacian)', 'TOP', 'Chavin', '2.8 ka']
2.7	2.9	['Sargon II invades Urartu.', 'Assyrian control of Megiddo', 'Archaic period', 'Iron Age III Tradition', 'Early Rome', 'Nomadic Quanrong invasion', 'Assyrian then Babylonian rule', 'Phrygian kingdom', 'Iron Age', 'East-cental European Iron Age', 'West-Central European Early Iron Age (Hallastatt C/D)', 'Central European Early Iron Age', 'Northeastern European Iron Age (Dacian)', 'TOP', 'Chavin', '2.8 ka', 'King Aramu begins his reign over Urartu.', 'Geometric period']
2.8	3.0	['King Aramu begins his reign over Urartu.', 'Geometric period', 'Neo-Assyrian / Neo-Babylonian period', 'Isrealite control of southern Levant', 'TOP', 'Aramaean (Jewish) kingdom', 'Iron Age II Tradition', 'Early Nomad (Karasuk)', 'Jomon (Final)', 'Micronesian', 'Micronesian arrival', 'TOP', 'TOP', 'TOP', 'Norton', 'Initial Shield Woodland', 'Woodland', 'Cosumnes', 'Late Southern California', 'Basketmaker II', 'Early Basketmaker (White Dog phase)', 'Trincheras', 'High Plains Late Archaic', 'Eastern North America Early Woodland', 'Trincheras', 'Early Caribbean (Saladoid, Early Ceramic, Troumassoid, Early Ostionoid)', 'Late Northwest South American Littoral', 'Coastal Andean Late Formative (Early Horizon)']
2.9	3.1	['Neo-Assyrian / Neo-Babylonian period', 'Isrealite control of southern Levant', 'TOP', 'Aramaean (Jewish) kingdom', 'Iron Age II Tradition', 'Early Nomad (Karasuk)', 'Jomon (Final)', 'Micronesian', 'Micronesian arrival', 'TOP', 'TOP', 'TOP', 'Norton', 'Initial Shield Woodland', 'Woodland', 'Cosumnes', 'Late Southern California', 'Basketmaker II', 'Early Basketmaker (White Dog phase)', 'Trincheras', 'High Plains Late Archaic', 'Eastern North America Early Woodland', 'Trincheras', 'Early Caribbean (Saladoid, Early Ceramic, Troumassoid, Early Ostionoid)', 'Late Northwest South American Littoral', 'Coastal Andean Late Formative (Early Horizon)', 'Zhou Dynasty', 'Zhou  Dynasty', 'Zhou people conquest', 'Iron Age', '--', 'Ramesses XI dies', 'TOP', 'Late Iron Age II', 'Late Iron Age II', 'South Indian Iron Age', 'TOP']
3.0	3.2	['Zhou Dynasty', 'Zhou  Dynasty', 'Zhou people conquest', 'Iron Age', '--', 'Ramesses XI dies', 'TOP', 'Late Iron Age II', 'Late Iron Age II', 'South Indian Iron Age', 'TOP', 'Greek Dark Ages', 'TOP', 'Hittite kingdom overwhelmed by the "Peoples of the Sea"', 'Iron Age', 'Amuq Phases N-O', 'Villages appear in Levant highlands', 'Villages appear in Levant highlands', 'Iron Age', 'Wadi Suq period']
3.1	3.3	['Greek Dark Ages', 'TOP', 'Hittite kingdom overwhelmed by the "Peoples of the Sea"', 'Iron Age', 'Amuq Phases N-O', 'Villages appear in Levant highlands', 'Villages appear in Levant highlands', 'Iron Age', 'Wadi Suq period', 'Tukulti-Ninurta I', 'Cental Indian Iron Age (Central Indian Megalithic)', 'Iron working', 'Rameses II (The Great)', 'Battle of Kadesh', 'TOP', 'Western European Late Bronze Age (Urnfield) ']
3.2	3.4	['Tukulti-Ninurta I', 'Cental Indian Iron Age (Central Indian Megalithic)', 'Iron working', 'Rameses II (The Great)', 'Battle of Kadesh', 'TOP', 'Western European Late Bronze Age (Urnfield) ', 'Tutankhamun', 'Late Iron Age I', 'Late Arabian Littoral', 'Late Iron Age I', 'Akhetaten (Amhotep IV)', 'Minoan (Crete) - Postpalatial', 'King Suppiluliumus I (Hittite)', 'Olmec', 'Olmec']
3.3	3.5	['Tutankhamun', 'Late Iron Age I', 'Late Arabian Littoral', 'Late Iron Age I', 'Akhetaten (Amhotep IV)', 'Minoan (Crete) - Postpalatial', 'King Suppiluliumus I (Hittite)', 'Olmec', 'Olmec', 'Santorini (Thera) erupted', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'TOP', 'Middle Assyrian / Babylonian period', 'Parattarna', 'Ashur-uballit I founds Assyrian Empire', 'Aryan migration into region', 'Aryan migration into region', 'Vedas composition begins', 'Jomon (Late)', 'Lapita', 'Lapita', 'Early Chibcha (Columbia)', 'Highland Andean Formative']
3.4	3.6	['Santorini (Thera) erupted', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'Egyptian Control of Megiddo', 'Egypt Conquers Megiddo', 'TOP', 'Middle Assyrian / Babylonian period', 'Parattarna', 'Ashur-uballit I founds Assyrian Empire', 'Aryan migration into region', 'Aryan migration into region', 'Vedas composition begins', 'Jomon (Late)', 'Lapita', 'Lapita', 'Early Chibcha (Columbia)', 'Highland Andean Formative', 'New Kingdom', 'Amosis I', 'Middle Bronze II c', 'Megiddo shows evidence of interntionalism', 'Iranian Iron Age (Middle Elamite, Neo-Elamite, Median)', 'Iron Age I Tradition', 'Late Bronze Age', 'Mycenaean Period', 'Late Bronze Age', 'Mitanni period/ Kassite Interregnum', 'Bronze Age', 'Late Xiajiadian', 'Shang and Zhou Dynasties', 'Shang Dynasty', 'Shang Dynasty', 'Late Xiajiadian (Xiajiadian Shangceng)', 'TOP', 'Nicoya']
